Index,IPA
3055,a
3056,।।।।।।।।।।
3057,।।।।।।।।
3058,   
3059,।।।।।।।।।
3060,।।।।।।।।।।।।।
3061,।।।।।।।।।।।।।
3062,    
3063,।।।।।।।।।।।।।।
3064,।।।।।।।।।।।।।।
3065,  
3066,  ।
3067,   
3068,a
3069,  
3070,    
3071, 
3072, ।।।।।।।।।।
3073,   
3074,a
3075,   
3076,।।।।।।।।।।।।।।
3077,।।।।।।।।।।।
3078,।।।।।।।।।।।
3079,a
3080,।।।।।।।।।।।
3081,।।।।।।।।
3082,।।।।।।।।।।।
3083,।।।।।।।।।।।।।।।
3084,।।।।।।।।।।
3085, 
3086,","
3087,।।।
3088,।।।।।।।।।
3089,a
3090,।।।।।।।।।।।।
3091,"""অই যে, আমারে। ..."
3092,a
3093,a
3094,।।।।।।।।।
3095,।।।।।।।
3096,।।।।।।।
3097,<> 
3098,a
3099, 
3100,a
3101,a
3102,<> <> <> <> <><>
3103,।।।।।।।।।।।।।
3104,a
3105,a
3106,।।।।।।
3107,।।।।।।।।।
3108,।।।।।।।।।।
3109,  
3110,    
3111,<> < <
3112,  
3113,।।।।।।।।।
3114,a
3115, 
3116,।।।।।।।।।।
3117,।।
3118,।।।।।।।।।।।
3119,a
3120,।।।।।।।।।।।
3121,।।।।।।।।।।।।
3122, 
3123,। 
3124,a
3125,।।।।।।।।।।
3126,।।।।।।।।।।।।।
3127,","
3128,  
3129,।।।।।।।।।
3130,।।।।
3131,।।।।।।।।।।।।।।।
3132,।।।।।।।।।।।
3133,a
3134,< < < 
3135,<> <> < < 
3136,।।।।।।।।।।।।।।
3137,I   ।
3138,"এই, এই, এই, এই, এই, এই, এই, এই, এই, এই, এই, এই,, এই এই, এই, এই এই, এই, এই এই, এই, এই,"
3139,।।।।।।।।।।
3140,।।।।।।।।।।
3141,।।।।।।।।।
3142,।।।।।।।
3143,a
3144,।।।।।।।।।। <>
3145,।।।।
3146,।।।।।।।।।
3147,a
3148,।।।।।।।।।
3149, 
3150,a
3151,আমি I put   
3152,।।।।।।।।।।।।।।।
3153,আরও।।।।।।।।।।।।।।।
3154,a
3155,।।।।।।।।
3156,।।।।।।।
3157,। ।।।।।।।।।।।
3158,","
3159,।।।।।।।।।।।।।
3160,।।।।।।।।।
3161,< 
3162,a
3163,  ।
3164,  
3165,I     
3166,। ।।
3167,u 
3168,a
3169,।।।।।।।
3170,a
3171,<<<<
3172,।।।।।।।।।।
3173,।।।।।।।।।।।।।
3174,।।।।।।।।।।।।।।।
3175,<><<<<<<<<<
3176,<> < < <
3177,।।।।।।।।।।।।।।
3178,।।।।।।।।।।।।।।।
3179,।।।।।।।।।।।।।
3180,।।।।।।।।।।।।।
3181,",।।।।।।।।।।"
3182,।।।।।।।।।।।।।।।।
3183, 
3184,।।।।।।।।।।।
3185,।।।।।।।।।।।।।
3186,।।।।।।।।।।।।।।।।
3187,।।।।।
3188,।।।।।।।
3189,  
3190,  
3191,  ।
3192,।।।।।।।।।।।
3193,।।।।।।।।
3194,<> < <
3195,।।।।।।।।।।।
3196,<> < 
3197,<> <> <> <> < 
3198,   
3199,।।।।।।।।।।।
3200,।।।।।।।।।।।
3201,  
3202,   
3203,I     
3204,।।।।।।।।।।
3205,   
3206,।।।।।।।।।।।।।
3207,<> <>।
3208,।।।।।।।।।।
3209, 
3210,a
3211,।।।।।।।।।।।।।।।
3212,????
3213, 
3214, 
3215,a
3216,।।।।।।।।।।।।।
3217,।।।
3218,a
3219,<> <> < <>
3220,।।।।।।।।।।।।
3221,a
3222,  
3223,।।।।।।।।।।।।।।।
3224,।।।।।।।।।।।।।।
3225,।।।।।।।।।
3226,।।।।।।।।।
3227,।।।।।।।।।।।।
3228,।।।।।।।।।।।।
3229,।।।।।।।।
3230,    
3231,a
3232,তিন।।।।।।।।।।।।।।।।
3233,  
3234, 
3235,।।।।।।।
3236,  
3237,I m
3238,a
3239,  
3240,  
3241,a
3242,।।।।।।।।।।।
3243,।।।।।।।।।।।।
3244,a
3245,   
3246, 
3247,a
3248,।।।।।।।।।।।।।
3249,",,,,,,,,,"
3250, 
3251,।।।।।।।।।।।।।।।
3252,     
3253,",,।।।"
3254,a
3255,।।।।।।।।।।।।।
3256,।।।।।।।।।।।।।
3257,। <<<<<
3258,।।।।।।।।।।।।।
3259,<> <>। <>।
3260,a
3261, 
3262,।।।।।।।।।।।।।।।
3263,।।।।।।।।।।।
3264,a
3265,a
3266,a
3267,।।।।।।।।।।।।।
3268,।।।।।।।।।।
3269,।।।।।।।।।।।
3270,।।।।।।।।।।।।।।।।।।।।
3271,।।।।।।।।।।।।
3272,। <<<
3273,।।।।।।।।।।।।।
3274,< < <<<
3275,???????
3276, 
3277,   
3278, 
3279,     
3280,।।।।।।।।।।।
3281,। <<<
3282,     
3283,।।।।।।।।।।।।।।
3284, 
3285,।।।।।।।।।।।।।
3286,a
3287,a
3288,a
3289,। 
3290,।।।।।।।।।।।।।
3291,   
3292,।।।।।।।।।।।।
3293,   
3294,।।।।।।।।।।।।।।।।
3295,"""    "
3296,।।।।।।।।।।।।।।
3297,a
3298,।।। <<<
3299,a
3300,।।।।।।।।।।।
3301,     
3302,।।।।।।।।।
3303,।।।।।।।।।।।।।।।
3304,।।।।।।।।।।।।।।
3305,।।।।।।।।।।
3306,। <<<<<<
3307,।।।।।।।।।।
3308,     
3309,।।।।।।।।।।
3310,।।।।।।।।।।
3311,a
3312,।।।।।।।।।
3313,< < < <<<
3314,<<<<<<
3315,a
3316,a
3317,a
3318, 
3319,।।।।।।।।।।।।।
3320,  
3321,   
3322,।।।।।।
3323, 
3324,",,"
3325,a
3326,? 
3327,a
3328,a
3329,।।।।।।।।।।।।।
3330,  
3331,।।।।।।।।।।।।।
3332,???
3333, 
3334,  ।।।
3335,।।।।।।।।।
3336,।। << 
3337,a
3338, 
3339,।।।।।।।।।।।।
3340,  
3341,।।।।।।।।।।।
3342,।।।।।।।।।।।
3343,।।।।<<
3344,। ।    
3345, 
3346,<।। <।
3347,a
3348,। <>।।।। <<
3349,   
3350,a
3351,a
3352,।।।।।।।।।।।।।
3353,a
3354,a
3355,a
3356,।।।।।।।।।।
3357,a
3358,।।।।।।।।।।।।।।।
3359,। 
3360,।।।।।।।।।।।।।
3361,।।।।।।।।।।।
3362,।।।।।।।।
3363,They 
3364, 
3365,।।।।।।।।
3366, 
3367,a
3368,মইলাম।।।।।।।।।।।।।।।
3369,   
3370,< < <
3371,a
3372,।।।।।।।।।।।
3373,", জমির, জমির, জমির, জমির, জমির, জমির, জমিরি জমির, জমির।, জমির।,"
3374,।।।।।।।।।।।।।।।।।
3375,",,,,, ।     "
3376,।।।।।।।।।।।।
3377, 
3378,।।।।।।।।।।।।।।
3379,a
3380,। 
3381,a
3382,।
3383,   
3384, 
3385,a
3386,a
3387,   
3388,।।।।।।।।।।।।।।
3389,a
3390,   
3391,।।।।।।।।।।।।।।।।
3392,<>। <>।।।।।।
3393,।।।।।।।
3394,a
3395,a
3396,।।।।।।।।।।।।
3397,।।।।।।
3398,a
3399, 
3400,a
3401,a
3402,   
3403,    
3404, 
3405,  
3406,a
3407,   
3408,।।।।।।।।।।।।।।।।
3409,।।।।।।।।।।।।
3410,a
3411,  
3412,।।।।।।।।।।।
3413,।।।।।।।।।।।।।।
3414,।।।।।।।।।।।
3415,   
3416,।।।।।।।।।।।।
3417,a
3418,a
3419,"I, emon,"
3420,a
3421,।।।।।।।।।।।
3422,a
3423,।।।।।।।।।।
3424,< 
3425,a
3426,a
3427,।।।।।।।।।।।।
3428, 
3429,a
3430,।।।।।।।।।
3431,a
3432,a
3433,।।।।।।।।।।
3434,  
3435,I m 
3436,।।।।।।।।।
3437,  
3438, ।       
3439,।।।।।।।।।।
3440,< < <<< 
3441,।।।।।।।।।।।।।
3442,a
3443,a
3444,     
3445,।।।।।।।।।।
3446,।।।।।।।।
3447,a
3448,।।।।।।।।।
3449,   ।
3450,   
3451,a
3452,     
3453,a
3454,    
3455,   ।
3456,a
3457,a
3458,।।।।।।।
3459,a
3460,a
3461,।।।।।।।।।।।।।
3462,।।।।।।
3463,।।।।।।।।।।।।
3464,  
3465,a
3466,।।।।
3467,।।।।।।।।।।
3468,a
3469, 
3470,a
3471,।।।।।।।
3472,<> < < 
3473,।।।।।।।।।।।।
3474,- - 
3475,।।।।।।।।।।।।
3476, 
3477,a
3478,  
3479,    
3480,। <>। < < < 
3481,a
3482,a
3483,"।, ক।,"
3484,  
3485, 
3486,    
3487,a
3488,    
3489,"I'd,    "
3490,a
3491,  
3492,।।।।।।।।।।।
3493,I m 
3494,তিনি 
3495,।।।।।।।।
3496, ?   
3497,।।।।।।।।।।
3498,।।।।।।।।।।।।
3499,a
3500,   
3501,।।।।।।।।।।।।।।।।
3502,a
3503,।।।।।।।
3504,।।।।।।।
3505,  
3506,a
3507,।।।।।।।।।।।।।।
3508,।।।।।।।।।।।
3509,।। 
3510,   
3511,     
3512,    ।
3513, 
3514, 
3515,   
3516,  
3517,a
3518,।।।।।।।
3519,।।।।।।।।।।
3520,।।।।।।।।।।
3521,"্ক্তে একক্ত কথ্ই, ততন্তু "
3522,  
3523,  
3524,   
3525,।।।।।।।।।।।।।।।।।।।
3526,  
3527,  
3528, 
3529,  
3530,।।।।
3531, 
3532,   
3533,  
3534,   
3535,a
3536, 
3537,।।।।।।।।।।
3538,।। 
3539,।।।।।।।।।।।।।।।।।।।
3540,।।।।।।।।।।।
3541,।।।।।।।।।।।।।।।।।
3542,।।।।।।
3543,a
3544,a
3545,a
3546,   
3547,a
3548,a
3549,।।।।।।।।।।।।।।
3550,  
3551,।।।।।।।।।।
3552,a
3553,।।।।।।
3554,?।???????????????????????????????।?????????????????????????????????।???????????????????
3555,a
3556,  
3557,।।।।।।।।।।
3558,    
3559,   
3560,    
3561, 
3562,   
3563,a
3564,    
3565,What?
3566,""""
3567,।
3568,a
3569,a
3570, 
3571,a
3572,", তোর, তোর, তোর, তোর,,"
3573,<> <   
3574,    
3575,", ছ-বার,,,"
3576,   
3577,   
3578,a
3579,??????
3580,কিন্তু কিন্তু কিন্তু কিন্তু কিন্তু
3581,    
3582, ।।।।।
3583,  
3584," ,। ,,"
3585,"Let,      "
3586,    
3587,    
3588,<> <>। <
3589,    
3590,a
3591,।।।।।।।
3592,?
3593,?????? 
3594,a
3595,।।।।।।।।।।
3596,a
3597,।।।।।।।।।।।।।
3598,।।।।।।।।।
3599,।।।।।।।।।।।।।
3600,   
3601,   
3602,a
3603,।।।।।।।।
3604, 
3605, 
3606,a
3607,","
3608,a
3609,a
3610,।।।।।।।।।।
3611,।।।।।।।।।।
3612,    
3613,    
3614,  
3615,।।।।।।।।।।।
3616,","
3617,।।।।।।।
3618,?????
3619,।।।।।।।।।।
3620,a
3621,।।।
3622,<> <
3623,।।।।।।।।।।।
3624,a
3625,a
3626,",,,,,"
3627,   
3628,Ill       
3629,।।।।।।।।
3630,।।।।।।।।।।।
3631,", , ।"
3632, 
3633,a
3634,a
3635,   
3636,যদি যদি যদি।
3637, 
3638,  
3639,     
3640,a
3641,  
3642, 
3643,a
3644,a
3645,।।।।।।।।।।
3646,।।।।।।।।।।।
3647,<> <> < < 
3648,  
3649,  
3650,।।।।।।।।।।
3651,।।।
3652,।।।।।।।।।।।।।।।
3653,", আর,"
3654,।।।।।।।।।।।।।
3655,<> <>।।।।।।।।।।
3656,   
3657,", ,,,,,,,,,"
3658,।।।।।।
3659,", না।।"
3660,।।।।।।।।।।।।।।।।।।।
3661,"""      "
3662,।।।।।।।।।।
3663,।।।।।।।।।।।।।।।
3664,  
3665,"!,!!"
3666,  
3667,",, "
3668,।
3669,    
3670,।।।।।।।।।।।।।।।।।।
3671,।।।।।।।।।।।।।।।
3672, 
3673,।।।।।।।।।।
3674,  
3675,  
3676,।।।।।।।।।।।।
3677,     
3678,।।।
3679,আমি তাদের কাছে যাই না। 
3680,।।।।।
3681,।।।।।।।।।।।।।
3682,।।।।।।।।।।
3683,"তো, তো,"
3684,।
3685,।।।।।।।।।।।
3686,আমি দেখেছি। 
3687,।।।।।।।।।।।।
3688, 
3689,।।।।।।।।।।।
3690, 
3691,n
3692, 
3693,a
3694,",,,,।।।।।।।"
3695,a
3696,a
3697,?
3698,।।।।।।।।।।।
3699,  
3700,!!!!
3701,a
3702,I     
3703,a
3704,।।।।।।।।।।।।
3705,।।।।।।।।
3706,।।।।।।।।।।
3707, 
3708,।।।।।।।।
3709,।। ।
3710, । ।।।।।।।
3711,।।।।।।।।।।।।
3712,a
3713,।।।।।।।।
3714,। ।।।।।
3715,",,,,,,,"
3716,a
3717,   
3718,a
3719,   
3720,!!!।
3721,a
3722,  
3723,।।।।।।।।।।।।
3724,"যেন, যেন যেন যেন যেন, যেন যেন, যেন যেন, যেন যেন যেন, যেন যেন যেন যেন, যেন যেন যেন যেন, যেন যেন যেন যেন যেন যেন যেন যেন যেন যেন যেন যেন যেন যেন যেন যেন যেন যেন যেন যেন যেন যেন যেন যেন যেন যেন যেন যেন যেন যেন যেন যেন যেন"
3725,a
3726,a
3727,।।।।।।।।।।
3728,     
3729,  
3730,  
3731,।।।।।।।।।।।।
3732,।।।।।।।।
3733,? 
3734,।।।।।।।।।।।।
3735,  
3736,",,,"
3737,।।।।।।।
3738,।।।।।।।।।।।।।
3739,  
3740, 
3741,।।।।।।।।।।।।।।।
3742,।।।।।।।।।
3743,   
3744,  
3745, 
3746,a
3747, 
3748,I     
3749,।।।।।।।।।।।।।।।
3750,।।।।।।।।।।।
3751,    
3752,।। 
3753,a
3754,a
3755,   
3756,   ।
3757,"""আমি তো বললাম, ""।"
3758,   
3759,a
3760,  
3761,I ll
3762,    
3763,।।।।।।।।।।।।
3764,    
3765,।।।।।।।।।।।।
3766,।।।।।।।।।।।।
3767,"আমার মা, আমার মা।"
3768,a
3769, ।।।।।।।।।।
3770,"But, ch, uu"
3771,। 
3772,।।।।।।।।।।।
3773,।।।।।
3774,।।।।।।।।।।
3775,?????
3776,","
3777,।।।।।।।।।।।।।
3778,   
3779,বা
3780,a
3781,।।।।।।।।।।।।।
3782, 
3783,   
3784,।।।।।।।।।।।
3785,?????tt
3786,।।।।।।।।।।।।।।।।।।।
3787,।।।।।।।।।।।।
3788,a
3789, 
3790,    
3791,    
3792,I m
3793,  
3794,- -। -। -।   
3795,a
3796,।।।।।।।
3797,।।।।।।।।।।।।।
3798,   
3799,< <
3800,কিন্তু কিন্তু।
3801,I'm not chhut
3802, 
3803,I      
3804,    
3805, 
3806,a
3807,ে।।।।।।।।।।।।।
3808,a
3809, 
3810,   
3811,a
3812,    
3813,    
3814,   
3815,   
3816,a
3817,।।।।।।।।।।।।।।
3818,।।।।
3819,",,,"
3820,  
3821,a
3822,"হয়,।।।।।।।।।।।।।।"
3823,a
3824,    
3825,a
3826,।।।।।।।।।।।।।।।
3827,   
3828,a
3829,a
3830, ।।।।।।।
3831, ।
3832,।।।।।।।।
3833,।।।।।।।।।।।।।
3834, 
3835, ।।।।।।।।
3836,- -।    
3837,  
3838,a
3839, 
3840,a
3841,।।।।।।।।।।।।
3842,।।।।।।।।।।
3843,।
3844,   
3845,।।।।।।।।।।
3846,  
3847,   
3848,   
3849,।।।।।।।।।।।।।।।
3850,",,,,"
3851,",,,,,,,"
3852,।।।।।।।।।।।।।
3853,  
3854, 
3855,a
3856,।।।।।।।।।।।।
3857,।।।।।।।।।।।।।
3858,।।।।।।।।।।।।।
3859,।।।।।।।।।।।।
3860,a
3861,  
3862, 
3863,    
3864,  
3865,।।।।।।।।।।
3866,<<<<<<<
3867,a
3868,a
3869,a
3870,।।।।।।।।
3871,।।।।।।।।।।।।
3872,।।।।।।।।।।।।।
3873, 
3874,    
3875,   
3876,।।।।।।।।
3877, 
3878,।।।।।।।।।।।।।
3879,   
3880,।।।।।।।।।।
3881,।।।।।।।।।।
3882, 
3883,।।।।।
3884,a
3885,","
3886,", , ?"
3887,",,,,,,, জামাই, জামাই,, জামাই, জামাই।"
3888,a
3889, 
3890,।।।।।।।।।।।
3891,  
3892,a
3893, 
3894,।।।।।
3895, 
3896,   ।
3897,।।।।।।।।।
3898,।
3899, 
3900,।।।।।।।।।।।
3901,।।।।।।।।।।।
3902,a
3903,",,,,,"
3904,a
3905,a
3906, 
3907, 
3908,  
3909,<> <>।
3910,।।।।।।।।।
3911,a
3912,।।।।।।।।।।।।
3913,।।।।।।।।।।।
3914,  
3915,   
3916,a
3917,।।।।।।।।।।
3918,।।।।।।
3919,। ।।।
3920,।।।
3921,","
3922, 
3923,a
3924,a
3925,।।।।।।।।।।।।।।
3926,  
3927, 
3928,  ।
3929,",  "
3930,।।।।।।।।।।।
3931, 
3932,।।।।।।।।।
3933,।।।।।।।।।।।।।
3934,কিন্তু 
3935, 
3936,a
3937, e
3938,",   "
3939,।।।।।।।।।।।।।।
3940,।।।।।।।।।
3941,",।।।"
3942,।।।।।।।।।।।।
3943,   
3944,??
3945,।।।।।।।।।
3946,  
3947,a
3948,"কিন্তু, "
3949,    
3950,a
3951,।।।।।।
3952,a
3953,a
3954, ।     
3955,",,,,,,,, এনি এনি এনি এনি এনি এনি এনি এনি এনি এনি এনি এনি এনি এনি এনি এনি না না না, না,,,,,,,,,,,,"
3956,a
3957, 
3958,।।।।।।।।।।।।।।
3959,।।।
3960, 
3961,।।।।।।।।।।
3962,  
3963,  
3964, 
3965,a
3966,।।। । । lm
3967,।।।।।।।।।।।।।।
3968,  
3969,   
3970,a
3971,a
3972,।।।।।।।।।।।।।
3973,a
3974,।।।।।।।।।।।।
3975,a
3976,<<<<<<
3977,"I didn't, n "
3978,।।।।।
3979,।।।।।।।।।।।
3980,<> < < < n
3981,",,"
3982,।।।।।।
3983,a
3984,a
3985, 
3986,।।।।।।।।।।।।।।
3987,a
3988,।।।।।।।।।।
3989, 
3990,।।।।।।।।।।
3991,।।।।।।।।।।।
3992,a
3993,<। <।
3994,",,।,"
3995,a
3996, 
3997,", ,।।।।"
3998,।।।।।।।।।
3999,", মা,।।।,।,।,।,।,।,।,।,।,"
4000,   
4001,।।।।।।।।।।।।
4002,।।।।।।।।।।
4003,   
4004,     
4005,   
4006,।।।।।।।।।।।
4007,।।।।।।।।।।।।।
4008,।।।।।।।।।।
4009,।।।।।।
4010,    
4011,????????
4012,।।।।।।।।।।।।।
4013,a
4014,।।।।।।।।।।।।।
4015,<> < <
4016,a
4017,a
4018,। <
4019,  
4020,a
4021,a
4022,",,,"
4023,   
4024,।।।।।।।।।।
4025,।।।।।।।।।।।।।।
4026,।।।।।।।।।।।।।।।
4027,    
4028,   
4029,।।।।।।।।।।।।।।
4030,।। 
4031,।।।।।।।।।।।।।
4032,"< <, "
4033,a
4034,।।।।।।।।।।।।
4035,।।।। 
4036,।।।।।।।।।।।।
4037, 
4038,a
4039,।।।।।।।।।।
4040,a
4041,।।।।।।।।।।।।।।।
4042,",,,,"
4043,",ে,"
4044,। <<<
4045,  
4046,।।।।।।।।।।।।।।।
4047,।।।।।।।।।।।।
4048,।।।।।।।।।।।।।।
4049,।।।।।।।।।।।।।।
4050, 
4051,।।।।।।।।।
4052,    
4053,।।।।।।।।।।।।।।।
4054,a
4055,< <
4056,।।।।।।।।।।।।।।।
4057,a
4058,     
4059,""""""
4060,  
4061,।।।।।।।।।।।।।
4062,বাই।।।।
4063, 
4064,   
4065,। <<<<<<
4066,< < <
4067,   
4068,   
4069,"জাগা জাগা জাগা জাগা জাগা জাগা জাগা জাগা, জাগা,, জাগা, জাগা, জাগা, জাগা,,"
4070,"কিন্তু, "
4071,  
4072, ।।।।।।।।।
4073,  
4074,    
4075,a
4076,a
4077,"""It's     "
4078,a
4079,a
4080,।।।।।।।।।।।
4081,।।।।।।।।।।।।।
4082,a
4083, 
4084,"I ,"
4085,a
4086, 
4087,   
4088,। ।।।।।।।।
4089,<<<<<<<
4090,    
4091,","
4092,a
4093,।।।।।।।।।।
4094,।     
4095,a
4096,a
4097,a
4098,কি?
4099,a
4100,a
4101, 
4102,a
4103,a
4104,  
4105,< <<<<<<
4106,। <<<<
4107,a
4108,""" """
4109,।।।।।।।।।।
4110, 
4111,  
4112,a
4113,।।।।।।।।।।।
4114,a
4115,a
4116,  
4117,।।।।।।।।।।।।।।।
4118,a
4119, 
4120,a
4121,", "
4122,।।।।।।।।।।।
4123,??????
4124,।।।।।।।।।
4125,।।।।।।।।।।
4126,দুই।।।।।।।।।।।।।।।
4127,a
4128,a
4129,<> <>
4130,<< <<<<<<
4131, ।।।।।।।।।
4132, 
4133,a
4134,।।
4135, 
4136,   
4137,a
4138,a
4139,  
4140,    
4141, ।।।।।।।।।।।
4142,a
4143,???????????
4144,।।।।।।।।।।।।।।।।।।।।।।
4145,a
4146, 
4147,",,"
4148,।।।।।।।।।।
4149,a
4150, 
4151, 
4152,"কিন্তু, মাঝে মাঝে। "
4153,।।।।।।।।।।।।।
4154,<<<<<<
4155,<<<<<<<
4156,।।।।।।।।।।।।।
4157,ভালো। <> <>।
4158,a
4159,""" "
4160,।।।।।।।।।।।
4161,<>। <> <>।
4162,a
4163, 
4164,।।।।।।।।।।
4165,  ।।
4166,  
4167,a
4168,a
4169,", চেক করেন, নিজের, চেক করেন, উনারে,"
4170,।।।।।।।।
4171, 
4172,a
4173,   
4174, ।।।।।।।।।।
4175,a
4176,","
4177,"  ,।?? Aunt, ,?"
4178,a
4179,"কিন্তু, তা-ই।।"
4180,",,"
4181,a
4182,   
4183,a
4184,  
4185,"Oi, o, o, o, o, "
4186,।।।।।।।।।।।
4187,।।।।।।।
4188,a
4189,a
4190,।।।।।।।।।।।।।
4191,।।।।।।।।
4192,a
4193,a
4194,   
4195,",,"
4196,  
4197,a
4198,",,,,।।"
4199,a
4200,a
4201,  
4202,।।।।।।।।।
4203, 
4204,a
4205,I m 
4206,a
4207,a
4208,।।।।।।।।।।।।।।।
4209,a
4210,।।।।।।।।।।।।।
4211,।।।।
4212,<> < < <
4213,।।।।।।।।।।।
4214,।।।।।।
4215,a
4216,।।।।।।।।।।
4217,।।।।।।।।।
4218,।।।।।।।।।।।।।
4219,<> < < <
4220,।।।।।।।।
4221,  
4222,।।।।।।।।।।
4223,a
4224,।।।।।।।।।।।।।।
4225,  
4226, ।।।।।।।
4227,।।।।।।।।।।।।।
4228,।।।।।।।।।
4229,।।।।।।।।।।।
4230,  
4231,।।।।।।।
4232,।।।।।।।।।।।।।।।।।।
4233,","
4234,a
4235,a
4236,আমি কি? আমি আমি জানি না। আমি জানি না।
4237,   
4238,<<<<<<<
4239,।।।।।।।।।।।।।
4240,।।।।।।।।
4241, 
4242,a
4243,।।।।।।।।।।।।
4244,a
4245,a
4246,।।।।।।
4247,a
4248,a
4249,  
4250,।।।।।।।।।।
4251,।।।।।।।।।।
4252,।।।।।।।।।।।।।
4253,।।।।।।।।।।।।।।।
4254,।।।।।।।
4255,a
4256,।।।।।।।।।।
4257,a
4258,।।।।।।।।।।
4259,।।।।।।।।।।।।।
4260,  
4261,a
4262,"- ,"
4263, 
4264,   
4265,।।।।।।।।।।।
4266,।।।।।।।।।।
4267,।।।।।।।।।
4268,a
4269,।।।।।।।।।।।।।।।।।
4270,a
4271, 
4272,","
4273,",,,,,"
4274,","
4275,।।।।।।।।।।।।।।।
4276,a
4277,।।।।।।।।।।।
4278,। 
4279,a
4280,।।।।।।।।।
4281,।।।।।।।।।।।।।
4282,।।।।।।
4283,। ।।।।।।।
4284,a
4285,।।।।।।।।।।।।।
4286,।।।।।।।।।।।
4287,a
4288,।।।।।।।।
4289,।।।।।।।।।।
4290,।।।।।।।।।।
4291,।।।।।।।।।।।।।।।
4292,।।।।।।।।
4293,।।।।।।।।।।
4294,।।।।।।।।
4295,a
4296,।।।।।।।।।।।।।
4297, 
4298,a
4299,ে     
4300,।।।।।।।।।।।
4301,   
4302,a
4303,"""     "
4304,   
4305,।।।।।।
4306,a
4307, 
4308,।।।।।।।
4309,a
4310, 
4311,?
4312,    
4313,।।।।।।।।।।।।
4314,।।।।।
4315,।।।।।।।।।
4316, 
4317,।।।।।।।।
4318, 
4319, 
4320,।।।।।।।।।।
4321,।।।।।।।।।।।।।
4322,কিন্তু কেউ 
4323,    
4324,।।।।।।।।
4325,।।।।।।
4326,।।।।।।।।।।।
4327,a
4328,"I have chance I have chance,,, আমারসাব, আমার আছে,"
4329,a
4330,  
4331,রকম 
4332,<> <<<><
4333,a
4334,a
4335,",,,,"
4336, 
4337,    
4338,।।।।।।।।।।।।।।।।
4339,        
4340,a
4341,     
4342,   
4343, 
4344,।।।।।।।।।।।।।।
4345,     
4346,"কিন্তু,, তাই না? Now, right, "
4347,  
4348, ওড়াই রাখি রাখি রাখি রাখি।।।
4349, ।।।।।।।।।।।
4350, 
4351,।।।।।।।।।।।।।।।।
4352,a
4353,a
4354,  
4355,I m
4356,<> <> <>। <> 
4357,a
4358,a
4359,।     
4360,a
4361,    
4362, 
4363, 
4364,"- -, তাহলে। - So   "
4365,a
4366,।।।।।।।।।।
4367,।।।।।।।।
4368,  
4369,।।।
4370,।।।।।।।।
4371,।।।।।।।।।
4372,a
4373,   
4374,"।।, মা, মা-মা, মার মা, মা, মা,।।।।।।।।।।।।।"
4375,  
4376,।।।।।।।।।।
4377,<>। <>।।।।।।।।
4378,a
4379,a
4380,।।।।।।
4381,। ।।।।
4382, ।।।।।
4383, 
4384,a
4385,a
4386,   
4387,a
4388,  
4389, 
4390,আমি I 
4391,     
4392,   
4393,।।।।।।।।।।।।
4394,।।।।।।।।।।।।।।
4395,।।।।।।।।।।।।।।।।
4396,   
4397,   
4398,???
4399,a
4400,।।।।।।।।
4401,।।।।।।
4402, 
4403, 
4404,  
4405,।।।।।।।।।।।।।।
4406,????
4407,।।।।।।
4408,a
4409, 
4410,<> <>। <>। <>। <>
4411,। 
4412,   
4413, ।।। ।
4414, 
4415,  
4416,।।।।।।।।
4417, 
4418,a
4419,।।।।।।।।।।।
4420,a
4421,।।।।।।।।।।।
4422,।।।।।।।।  
4423,I m 
4424, 
4425,a
4426,a
4427,। ।।
4428,     
4429,a
4430,।।।।।।।।।।
4431,a
4432,","
4433,।।।।।
4434,a
4435,"কিন্তু, "
4436,।।।।।।।।।।।।।।।
4437,","
4438,  
4439,।।।।।।।।।।।।।।।।
4440,।।।।।।।।।।।।।
4441,।।।।।।।।।।।।।
4442, ।।।।।।।।।।।।।
4443,a
4444,।।।।।।।
4445,a
4446,।।।।।।।।।।।।
4447,।।।।।।।।।।।।।।।
4448,  
4449,a
4450,।।।।।।।।।।।।।।
4451,এ।।।।।
4452,।।।।।।।।।।
4453,।।।।।।।।।।।।।।
4454,a
4455,    
4456, 
4457,।।।।।।।।।।।।।
4458,।।।।।।।।।।।।।
4459,আমি জানি।। 
4460,a
4461,।।।।।
4462,।।।।।।।।।
4463,।।।।।।।।।।।।।
4464,।।।।।।
4465, 
4466,a
4467,।।।।
4468,    
4469,a
4470, 
4471,।।।।।।।
4472,।।।।।।।।।।।।
4473,।।।।।।।।।।।।
4474,a
4475,।।।।।।।।।।
4476, 
4477,।।।
4478,।।।।।।।।।।।
4479, 
4480,   
4481,a
4482,a
4483,   
4484,।।।।।।।।।।।।
4485,a
4486,।।।।।।।।।।।।।
4487,   
4488,  
4489,a
4490,a
4491,।।।।।।।।
4492,a
4493,a
4494, 
4495,।।।।।।।।।।।।।
4496,  
4497,   
4498,a
4499, 
4500,।।।।।।
4501,<<<<<<<
4502,।।।।।।।।।
4503,a
4504,।।।।।।।।।।।।।।।।
4505,  
4506,a
4507,   
4508,a
4509,।।।।।।।।।।।।।।
4510,?
4511,a
4512,    
4513,।।।।।।।।।।।।
4514,।।।।।।।।।।।
4515,  
4516,a
4517, 
4518,।।।।।।।।।।
4519, 
4520,।।।।।।।।।।।।
4521,   
4522,    
